no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category,cluster_id
1,0,0,6000000,20000000,12,10800000,4300000,20000000,8600000,1,3.333333333333333,43700000,2.185,1,1
1,0,1,9100000,31400000,4,14100000,16700000,30200000,9600000,1,3.4505494505494507,70600000,2.248407643312102,0,2
1,1,0,1700000,6700000,16,4300000,2900000,3500000,1100000,0,3.941176470588236,11800000,1.7611940298507462,1,0
5,0,1,1700000,4600000,12,900000,2200000,4800000,1200000,0,2.7058823529411766,9100000,1.9782608695652173,1,0
1,1,0,7100000,14300000,12,4600000,500000,27300000,8400000,1,2.014084507042253,40800000,2.8531468531468533,2,1
5,1,0,9400000,36800000,10,20700000,7400000,22400000,6300000,0,3.914893617021277,56800000,1.5434782608695652,1,2
5,0,0,6200000,16400000,6,900000,7200000,22400000,6300000,0,2.6451612903225805,36800000,2.2439024390243905,0,1
1,1,0,8300000,31800000,16,23400000,7400000,32200000,8500000,1,3.8313253012048194,71500000,2.248427672955975,2,2
1,1,1,8900000,21200000,8,5400000,9200000,23800000,7900000,1,2.3820224719101124,46300000,2.1839622641509435,2,2
1,1,1,6500000,14800000,12,3500000,2100000,15000000,7300000,0,2.276923076923077,27900000,1.885135135135135,0,1
3,1,1,8100000,26700000,10,5100000,9800000,17100000,9900000,1,3.2962962962962963,41900000,1.569288389513109,2,2
2,0,0,4900000,13500000,8,10500000,8100000,18300000,3400000,0,2.7551020408163267,40300000,2.9851851851851854,0,1
4,1,0,9100000,26600000,2,23300000,11900000,33100000,10400000,1,2.923076923076923,78700000,2.9586466165413534,2,2
3,1,1,9000000,33100000,16,23800000,7000000,26000000,7100000,0,3.6777777777777776,63900000,1.9305135951661632,0,2
4,1,1,1300000,3900000,16,700000,200000,3400000,1600000,1,3.0,5900000,1.5128205128205128,1,0
1,0,0,6700000,25000000,20,5300000,12900000,13600000,7000000,1,3.7313432835820897,38800000,1.552,1,1
5,0,0,3200000,9300000,6,7000000,3200000,12700000,4200000,1,2.90625,27100000,2.913978494623656,1,1
0,0,0,7500000,28700000,2,2000000,4100000,21500000,7200000,1,3.826666666666666,34800000,1.212543554006969,2,1
3,1,0,4900000,12800000,14,7300000,1000000,13000000,7200000,1,2.6122448979591835,28500000,2.2265625,1,1
1,0,1,700000,1800000,16,2100000,400000,1600000,900000,1,2.571428571428572,5000000,2.7777777777777777,1,0
2,1,0,6400000,16500000,8,12100000,6300000,15200000,5400000,0,2.578125,39000000,2.363636363636364,1,1
0,0,1,3900000,14100000,20,5700000,3600000,10500000,5300000,1,3.615384615384616,25100000,1.7801418439716312,2,1
4,1,0,9700000,26900000,10,11400000,3900000,31400000,9300000,0,2.77319587628866,56000000,2.0817843866171004,0,2
5,1,1,3600000,12500000,12,10600000,2700000,11100000,4800000,1,3.4722222222222223,29200000,2.336,2,1
2,1,1,3400000,10300000,4,4900000,4000000,10000000,3900000,1,3.0294117647058822,22800000,2.2135922330097086,2,0
0,0,0,9800000,20100000,16,6200000,800000,37300000,8700000,1,2.0510204081632653,53000000,2.63681592039801,1,2
1,0,0,5100000,14200000,6,6100000,7600000,11400000,5600000,0,2.784313725490196,30700000,2.1619718309859155,0,1
4,1,1,5900000,11800000,8,11000000,1200000,15700000,3900000,0,2.0,31800000,2.694915254237288,0,1
5,1,0,1200000,2400000,14,1800000,1800000,4100000,1300000,0,2.0,9000000,3.75,0,0
2,0,0,9700000,30200000,14,23700000,13600000,26400000,7500000,1,3.11340206185567,71200000,2.357615894039735,2,2
5,0,1,4700000,11800000,4,3600000,700000,9400000,5500000,1,2.5106382978723403,19200000,1.6271186440677967,1,1
5,1,0,4200000,12500000,18,1200000,300000,12900000,6100000,1,2.9761904761904763,20500000,1.64,2,1
4,1,0,9300000,26100000,16,11700000,10500000,21100000,10700000,1,2.806451612903226,54000000,2.0689655172413794,1,2
3,0,1,5300000,20800000,6,9700000,3400000,18500000,4200000,0,3.924528301886793,35800000,1.7211538461538465,0,1
0,1,0,7600000,30100000,2,20700000,8700000,27600000,9600000,1,3.960526315789474,66600000,2.212624584717608,2,2
2,1,0,6200000,16900000,12,2300000,4200000,15300000,7900000,1,2.725806451612903,29700000,1.757396449704142,2,1
0,1,0,8900000,21600000,10,2300000,9900000,20700000,11900000,1,2.426966292134832,44800000,2.074074074074074,1,2
4,0,1,7900000,27300000,10,23100000,14400000,28500000,10900000,1,3.4556962025316458,76900000,2.816849816849817,1,2
1,1,1,3500000,10800000,14,6900000,1500000,10900000,4200000,1,3.085714285714286,23500000,2.175925925925926,1,0
2,1,0,5300000,16700000,18,4600000,3300000,12000000,4100000,0,3.150943396226415,24000000,1.437125748502994,0,1
2,0,0,1400000,3100000,4,3700000,400000,5000000,1100000,1,2.2142857142857144,10200000,3.290322580645161,2,0
1,0,1,9100000,23600000,20,2800000,17600000,26400000,4500000,0,2.593406593406593,51300000,2.1737288135593222,1,2
4,0,0,4400000,17200000,4,4100000,3700000,12700000,2900000,1,3.909090909090909,23400000,1.3604651162790695,1,1
5,0,0,2800000,8200000,14,7400000,3300000,6700000,2700000,1,2.9285714285714284,20100000,2.451219512195122,1,0
3,0,0,1300000,3300000,8,1400000,800000,4600000,1600000,1,2.5384615384615383,8400000,2.5454545454545454,2,0
4,1,0,8400000,28700000,14,23400000,8300000,23900000,8600000,1,3.4166666666666665,64200000,2.2369337979094075,2,2
5,1,1,5300000,14000000,6,11800000,4500000,12800000,6100000,1,2.641509433962264,35200000,2.5142857142857142,1,1
2,1,0,6000000,13900000,4,3000000,9600000,14600000,4100000,0,2.316666666666667,31300000,2.25179856115108,1,1
2,0,1,2100000,6800000,12,6100000,1900000,7200000,2400000,1,3.238095238095238,17600000,2.588235294117647,2,0
0,0,0,4300000,11000000,4,7100000,7300000,9300000,4700000,0,2.558139534883721,28400000,2.581818181818182,0,1
4,0,1,7300000,22900000,12,6300000,2900000,28500000,4100000,1,3.136986301369863,41800000,1.8253275109170304,2,1
2,1,0,5200000,16200000,12,10500000,9600000,15800000,3900000,1,3.1153846153846154,39800000,2.45679012345679,2,1
3,1,0,4700000,9800000,14,8200000,300000,15700000,3800000,0,2.0851063829787235,28000000,2.857142857142857,0,1
4,1,0,7800000,28500000,4,15500000,11300000,21100000,9800000,1,3.6538461538461537,57700000,2.024561403508772,2,2
3,1,1,500000,1900000,18,-100000,600000,1000000,400000,1,3.8,1900000,1.0,1,0
1,0,1,6000000,20300000,14,5000000,7800000,23700000,8700000,1,3.3833333333333333,45200000,2.226600985221675,2,1
4,1,0,4800000,10800000,12,3000000,4000000,16400000,7100000,1,2.25,30500000,2.824074074074074,2,1
3,1,1,8900000,19300000,12,12000000,2200000,24700000,7700000,1,2.168539325842697,46600000,2.414507772020725,2,2
1,1,1,1800000,4000000,16,700000,200000,4600000,900000,1,2.2222222222222223,6400000,1.6,2,0
2,1,0,3000000,7000000,4,5300000,3400000,11900000,3400000,1,2.333333333333333,24000000,3.4285714285714284,1,0
4,0,0,7700000,24500000,20,9800000,6600000,29100000,6500000,1,3.1818181818181817,52000000,2.122448979591837,1,2
1,0,0,8300000,20400000,14,5600000,12500000,29100000,4700000,0,2.4578313253012047,51900000,2.544117647058824,0,2
4,0,0,4200000,9400000,4,10000000,8100000,16100000,5500000,1,2.238095238095238,39700000,4.223404255319149,2,1
4,1,1,8000000,31200000,6,19800000,11500000,22200000,5700000,0,3.9,59200000,1.8974358974358971,0,2
2,1,1,9400000,30000000,16,1200000,3900000,28200000,9000000,1,3.191489361702128,42300000,1.41,1,2
1,1,0,800000,2400000,16,2400000,1200000,1900000,900000,1,3.0,6400000,2.6666666666666665,2,0
0,1,1,500000,1300000,4,600000,0,1800000,200000,1,2.6,2600000,2.0,2,0
2,1,1,6100000,22300000,8,16200000,10900000,22900000,7200000,1,3.6557377049180326,57200000,2.5650224215246635,1,2
3,1,1,8500000,30800000,20,23000000,1400000,22900000,7900000,0,3.623529411764706,55200000,1.792207792207792,0,2
5,1,1,7600000,18000000,12,7900000,4300000,23800000,4700000,0,2.3684210526315788,40700000,2.261111111111111,0,1
3,0,0,8700000,17900000,12,16400000,3500000,31600000,12500000,1,2.057471264367816,64000000,3.575418994413408,2,2
4,0,0,9400000,20200000,10,24800000,1000000,34400000,4800000,1,2.148936170212766,65000000,3.217821782178218,2,2
1,0,1,400000,900000,8,600000,500000,1500000,300000,1,2.25,2900000,3.2222222222222223,2,0
0,1,0,2700000,7500000,6,7700000,1200000,10000000,2500000,1,2.7777777777777777,21400000,2.853333333333333,2,0
1,0,1,2300000,5500000,6,1600000,1200000,4700000,1700000,1,2.391304347826087,9200000,1.6727272727272726,2,0
0,1,0,7500000,15900000,2,17500000,5700000,23600000,4500000,0,2.12,51300000,3.2264150943396226,1,2
4,0,1,7100000,19400000,16,17900000,2600000,22600000,4000000,0,2.732394366197183,47100000,2.427835051546392,0,1
1,0,1,8800000,28600000,8,11000000,13200000,25000000,7700000,1,3.25,56900000,1.9895104895104896,1,2
2,0,0,8400000,20700000,6,500000,16400000,18800000,7900000,0,2.4642857142857144,43600000,2.106280193236715,1,2
0,1,1,4700000,16200000,16,12700000,400000,9400000,2500000,0,3.4468085106382977,25000000,1.5432098765432098,0,1
1,1,0,6900000,19500000,2,6100000,10600000,22900000,9300000,1,2.8260869565217392,48900000,2.507692307692308,2,2
3,0,0,2400000,8200000,10,6800000,1900000,5700000,2000000,0,3.4166666666666665,16400000,2.0,1,0
1,0,1,1600000,4800000,14,2200000,200000,6200000,1200000,0,3.0,9800000,2.0416666666666665,1,0
0,1,0,3500000,7800000,14,6400000,3000000,13700000,4900000,0,2.2285714285714286,28000000,3.58974358974359,0,1
0,0,0,3700000,12700000,14,1300000,1100000,12300000,3700000,1,3.4324324324324325,18400000,1.4488188976377954,2,0
1,0,0,3200000,12000000,16,6800000,1900000,7700000,2200000,1,3.75,18600000,1.55,1,0
2,0,1,7000000,22500000,12,12500000,4600000,20400000,4900000,1,3.2142857142857144,42400000,1.8844444444444444,1,1
5,0,0,9300000,28300000,12,7600000,12900000,32400000,5200000,1,3.043010752688172,58100000,2.0530035335689045,2,2
0,0,0,200000,800000,20,300000,0,500000,100000,0,4.0,900000,1.125,0,0
4,1,0,6900000,16500000,8,3900000,5200000,18300000,9000000,0,2.391304347826087,36400000,2.206060606060606,0,1
3,0,0,9000000,26500000,8,17100000,12400000,27800000,6000000,0,2.9444444444444446,63300000,2.388679245283019,1,2
1,0,0,6900000,22700000,16,3800000,4300000,27400000,8700000,0,3.289855072463768,44200000,1.947136563876652,0,1
0,1,0,7500000,25100000,14,21000000,11400000,16900000,10700000,1,3.3466666666666667,60000000,2.3904382470119523,2,2
5,0,0,9200000,28000000,8,18700000,7700000,24400000,6400000,0,3.0434782608695654,57200000,2.0428571428571427,1,2
1,1,0,4600000,12700000,8,10400000,0,14500000,3900000,0,2.760869565217391,28800000,2.267716535433071,0,1
4,1,1,5000000,19600000,18,13400000,4400000,14400000,4600000,1,3.92,36800000,1.8775510204081636,1,1
2,1,0,4500000,17200000,6,2700000,8500000,10900000,6700000,1,3.8222222222222224,28800000,1.6744186046511629,2,1
0,1,0,7900000,22700000,18,6600000,7000000,31600000,8900000,0,2.873417721518988,54100000,2.383259911894273,1,2
5,0,0,5100000,13500000,20,1400000,5300000,14700000,4500000,1,2.647058823529412,25900000,1.9185185185185183,2,1
4,1,0,3700000,7600000,14,9500000,7300000,12100000,4500000,1,2.054054054054054,33400000,4.394736842105263,2,1
1,0,0,5300000,17800000,12,15300000,500000,14900000,6800000,1,3.358490566037736,37500000,2.106741573033708,2,1
4,0,0,200000,500000,16,600000,100000,600000,100000,1,2.5,1400000,2.8,2,0
3,1,1,9000000,18600000,16,18400000,17600000,28900000,10300000,0,2.066666666666667,75200000,4.043010752688172,1,2
3,0,0,6900000,17100000,4,4200000,6100000,27000000,6000000,1,2.4782608695652173,43300000,2.5321637426900585,1,1
2,0,0,700000,2300000,8,700000,500000,2800000,1000000,1,3.2857142857142856,5000000,2.1739130434782608,1,0
0,1,0,2500000,8900000,2,4000000,2100000,9700000,3000000,1,3.56,18800000,2.1123595505617976,1,0
0,0,0,4600000,14400000,14,10100000,8700000,11100000,4800000,1,3.130434782608696,34700000,2.4097222222222223,1,1
4,1,0,1000000,3900000,10,2200000,1000000,4000000,900000,1,3.9,8100000,2.076923076923077,2,0
4,0,1,9200000,30100000,6,23700000,6600000,34200000,6200000,1,3.2717391304347827,70700000,2.3488372093023258,1,2
3,1,1,2200000,4400000,2,1300000,2600000,4500000,2300000,1,2.0,10700000,2.4318181818181817,2,0
4,1,1,9700000,33300000,12,14600000,15800000,37900000,6500000,1,3.4329896907216493,74800000,2.2462462462462462,2,2
0,1,1,5500000,18200000,4,8100000,4000000,16400000,5600000,1,3.309090909090909,34100000,1.8736263736263736,0,1
4,0,1,1300000,3400000,2,3800000,200000,5100000,1400000,1,2.6153846153846154,10500000,3.088235294117647,2,0
1,0,1,7900000,19100000,2,20800000,12200000,26100000,7800000,1,2.4177215189873418,66900000,3.5026178010471205,1,2
2,0,0,4300000,8800000,6,7200000,6500000,16900000,2700000,0,2.046511627906977,33300000,3.784090909090909,1,1
0,0,0,3800000,13300000,6,9600000,0,8600000,2600000,1,3.5,20800000,1.56390977443609,1,0
3,0,0,8700000,24700000,8,4000000,800000,31100000,4800000,0,2.839080459770115,40700000,1.6477732793522266,0,1
3,1,0,1300000,3100000,14,1500000,600000,3900000,600000,0,2.3846153846153846,6600000,2.129032258064516,0,0
1,0,1,6800000,16800000,10,2000000,2600000,23800000,5600000,1,2.4705882352941178,34000000,2.023809523809524,2,1
1,0,0,9100000,24000000,20,25100000,9200000,26100000,10900000,0,2.6373626373626373,71300000,2.970833333333333,0,2
0,1,0,3000000,11300000,16,5600000,2000000,9800000,2000000,0,3.7666666666666666,19400000,1.7168141592920354,0,0
0,0,1,1200000,3000000,4,3200000,600000,2300000,1500000,1,2.5,7600000,2.533333333333333,2,0
1,0,1,5000000,16900000,12,2200000,1500000,15500000,5400000,0,3.38,24600000,1.455621301775148,1,1
5,1,1,9700000,24700000,18,15100000,600000,25200000,6800000,1,2.5463917525773194,47700000,1.9311740890688256,1,2
2,0,1,7000000,23800000,10,8400000,5400000,15700000,7800000,1,3.4,37300000,1.5672268907563025,1,1
1,1,0,4100000,9100000,20,9900000,5200000,10800000,4800000,1,2.2195121951219514,30700000,3.3736263736263736,1,1
0,1,1,5300000,12900000,20,15500000,6800000,12000000,5200000,1,2.4339622641509435,39500000,3.062015503875969,2,1
1,0,0,7300000,19200000,14,18400000,5400000,15900000,3700000,1,2.6301369863013697,43400000,2.2604166666666665,1,1
1,1,0,6500000,18500000,16,6300000,10000000,13400000,4000000,1,2.8461538461538463,33700000,1.8216216216216217,2,1
4,1,1,600000,1400000,4,800000,500000,2100000,300000,1,2.333333333333333,3700000,2.642857142857143,2,0
3,0,1,5200000,15000000,20,6900000,5000000,15600000,5100000,0,2.8846153846153846,32600000,2.1733333333333333,0,1
4,0,1,2800000,9200000,18,5800000,4800000,8400000,1300000,0,3.2857142857142856,20300000,2.2065217391304346,0,0
1,1,1,7800000,23300000,6,3500000,2100000,22200000,7600000,1,2.9871794871794872,35400000,1.51931330472103,1,1
2,1,0,3000000,6500000,4,7900000,300000,9400000,1500000,0,2.1666666666666665,19100000,2.9384615384615387,0,0
4,1,0,9300000,34900000,6,27400000,800000,21400000,8500000,1,3.752688172043011,58100000,1.664756446991404,2,2
3,0,1,5100000,18000000,6,13400000,6600000,17200000,7600000,0,3.5294117647058822,44800000,2.488888888888889,1,1
4,0,1,4300000,16100000,18,3800000,6600000,17100000,6400000,1,3.744186046511628,33900000,2.1055900621118013,2,1
3,1,0,1100000,2100000,8,2900000,2000000,2500000,900000,1,1.9090909090909087,8300000,3.952380952380953,2,0
2,1,0,6500000,16200000,10,14000000,4700000,13200000,8600000,1,2.4923076923076923,40500000,2.5,2,1
3,0,0,6400000,23000000,8,12100000,11400000,16000000,3800000,0,3.59375,43300000,1.882608695652174,1,1
2,0,0,7400000,22500000,16,6400000,12600000,15700000,6000000,1,3.0405405405405403,40700000,1.808888888888889,2,1
4,1,0,8700000,32100000,8,8900000,17000000,34700000,4800000,0,3.689655172413793,65400000,2.037383177570093,0,2
0,0,0,9200000,24700000,14,4800000,16000000,20600000,10700000,0,2.6847826086956523,52100000,2.1093117408906883,0,2
1,1,1,6200000,19700000,18,11200000,3400000,15600000,4700000,1,3.177419354838709,34900000,1.7715736040609138,2,1
1,0,0,1200000,4600000,20,2000000,1700000,2600000,1400000,0,3.8333333333333335,7700000,1.673913043478261,0,0
1,0,1,7000000,20300000,14,7700000,2200000,19700000,5500000,1,2.9,35100000,1.729064039408867,2,1
5,1,1,3800000,10100000,2,7400000,6600000,12600000,3300000,1,2.6578947368421053,29900000,2.9603960396039604,1,1
0,1,0,4900000,16300000,14,1600000,6400000,18600000,2700000,0,3.326530612244898,29300000,1.7975460122699387,0,1
2,1,1,7800000,22100000,6,11900000,2500000,19300000,10800000,0,2.833333333333333,44500000,2.013574660633484,1,2
1,0,1,7400000,17200000,8,16500000,8700000,16700000,4900000,1,2.324324324324324,46800000,2.7209302325581395,2,2
1,0,0,7000000,26600000,16,20500000,3300000,27700000,4600000,0,3.8,56100000,2.109022556390977,0,2
1,0,0,4900000,12500000,2,14200000,6400000,13900000,5000000,1,2.5510204081632653,39500000,3.16,1,1
3,0,0,5800000,20600000,20,8400000,2700000,22600000,7000000,0,3.5517241379310347,40700000,1.9757281553398056,0,1
5,0,0,2000000,6900000,18,4600000,3400000,6500000,1600000,0,3.45,16100000,2.333333333333333,1,0
4,1,0,8300000,24600000,2,1400000,1200000,16700000,6600000,0,2.963855421686747,25900000,1.0528455284552845,0,1
0,1,1,1000000,2800000,12,700000,700000,3900000,700000,1,2.8,6000000,2.142857142857143,1,0
3,1,0,5500000,11600000,6,9400000,8000000,12800000,5400000,1,2.109090909090909,35600000,3.0689655172413794,2,1
5,1,0,1400000,3400000,6,2000000,500000,4600000,1600000,1,2.4285714285714284,8700000,2.5588235294117645,1,0
4,1,0,3700000,12300000,6,5900000,4200000,13700000,4400000,0,3.324324324324324,28200000,2.292682926829268,0,1
2,0,1,2100000,6900000,2,700000,1500000,8100000,1000000,1,3.2857142857142856,11300000,1.6376811594202898,1,0
4,0,0,6200000,21900000,12,9400000,2000000,16600000,8300000,0,3.532258064516129,36300000,1.6575342465753424,0,1
0,0,0,9300000,31900000,2,7100000,11200000,23700000,8000000,1,3.4301075268817205,50000000,1.567398119122257,0,2
3,0,1,5100000,10300000,12,13400000,5400000,10700000,7500000,1,2.019607843137255,37000000,3.592233009708738,2,1
0,1,1,7000000,14000000,4,9000000,3100000,21400000,7600000,1,2.0,41100000,2.935714285714285,2,1
3,1,1,5300000,17900000,2,10200000,6400000,11600000,3600000,1,3.3773584905660377,31800000,1.776536312849162,1,1
3,1,0,900000,2800000,10,2700000,300000,1900000,1300000,1,3.111111111111111,6200000,2.2142857142857144,1,0
4,0,1,9400000,25700000,14,27300000,4100000,26500000,12200000,1,2.734042553191489,70100000,2.727626459143969,2,2
4,0,1,2600000,8500000,4,5500000,100000,8800000,2900000,1,3.269230769230769,17300000,2.0352941176470587,0,0
2,1,0,1500000,4900000,16,-100000,2400000,3700000,1300000,0,3.2666666666666666,7300000,1.489795918367347,0,0
1,1,1,1800000,6300000,12,4200000,200000,3800000,2700000,1,3.5,10900000,1.7301587301587302,2,0
3,1,1,7800000,20000000,14,4600000,7200000,17300000,8600000,1,2.5641025641025643,37700000,1.885,2,1
3,1,1,2100000,7400000,14,5600000,400000,5200000,2800000,1,3.523809523809524,14000000,1.891891891891892,1,0
0,0,1,8300000,17500000,20,24800000,8900000,18800000,5100000,1,2.108433734939759,57600000,3.291428571428572,1,2
2,0,1,4400000,16800000,4,12800000,7200000,9700000,5800000,1,3.8181818181818175,35500000,2.113095238095238,0,1
2,0,0,2300000,5000000,16,2000000,3500000,7000000,1500000,1,2.1739130434782608,14000000,2.8,1,0
3,1,1,7700000,22300000,20,22200000,13300000,23900000,9100000,1,2.896103896103896,68500000,3.071748878923767,2,2
0,0,1,9300000,29400000,10,24200000,6800000,35800000,6100000,0,3.161290322580645,72900000,2.479591836734694,0,2
5,0,0,5900000,16400000,12,10200000,10400000,19600000,4700000,1,2.7796610169491527,44900000,2.7378048780487805,2,1
5,0,1,1900000,4900000,4,3200000,2100000,5800000,900000,0,2.5789473684210527,12000000,2.4489795918367347,0,0
0,0,0,6900000,19500000,20,2300000,8700000,16400000,6200000,1,2.8260869565217392,33600000,1.7230769230769232,1,1
4,1,1,2100000,8200000,20,6000000,900000,5600000,1000000,0,3.9047619047619047,13500000,1.646341463414634,0,0
0,0,0,8200000,20900000,14,4400000,12300000,18400000,12100000,1,2.548780487804878,47200000,2.2583732057416266,2,2
4,0,0,7700000,17200000,6,6000000,5000000,15400000,6800000,1,2.2337662337662336,33200000,1.930232558139535,1,1
5,0,0,7700000,19000000,2,4000000,14500000,29300000,4100000,0,2.467532467532468,51900000,2.731578947368421,1,2
