no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category
0,0,0,3700000,12700000,14,797,1300000,1100000,12300000,3700000,1,3.4324324324324325,18400000,1.4488188976377954,2
1,0,0,3200000,12000000,16,597,6800000,1900000,7700000,2200000,1,3.75,18600000,1.55,1
2,0,1,7000000,22500000,12,632,12500000,4600000,20400000,4900000,1,3.2142857142857144,42400000,1.8844444444444444,1
5,0,0,9300000,28300000,12,741,7600000,12900000,32400000,5200000,1,3.043010752688172,58100000,2.0530035335689045,2
0,0,0,200000,800000,20,331,300000,0,500000,100000,0,4.0,900000,1.125,0
4,1,0,6900000,16500000,8,426,3900000,5200000,18300000,9000000,0,2.391304347826087,36400000,2.206060606060606,0
3,0,0,9000000,26500000,8,533,17100000,12400000,27800000,6000000,0,2.9444444444444446,63300000,2.388679245283019,1
1,0,0,6900000,22700000,16,394,3800000,4300000,27400000,8700000,0,3.289855072463768,44200000,1.947136563876652,0
0,1,0,7500000,25100000,14,877,21000000,11400000,16900000,10700000,1,3.3466666666666667,60000000,2.3904382470119523,2
5,0,0,9200000,28000000,8,527,18700000,7700000,24400000,6400000,0,3.0434782608695654,57200000,2.0428571428571427,1
1,1,0,4600000,12700000,8,468,10400000,0,14500000,3900000,0,2.760869565217391,28800000,2.267716535433071,0
4,1,1,5000000,19600000,18,611,13400000,4400000,14400000,4600000,1,3.92,36800000,1.8775510204081634,1
2,1,0,4500000,17200000,6,832,2700000,8500000,10900000,6700000,1,3.8222222222222224,28800000,1.6744186046511629,2
0,1,0,7900000,22700000,18,508,6600000,7000000,31600000,8900000,0,2.8734177215189876,54100000,2.383259911894273,1
5,0,0,5100000,13500000,20,840,1400000,5300000,14700000,4500000,1,2.6470588235294117,25900000,1.9185185185185185,2
4,1,0,3700000,7600000,14,794,9500000,7300000,12100000,4500000,1,2.054054054054054,33400000,4.394736842105263,2
1,0,0,5300000,17800000,12,889,15300000,500000,14900000,6800000,1,3.358490566037736,37500000,2.106741573033708,2
4,0,0,200000,500000,16,765,600000,100000,600000,100000,1,2.5,1400000,2.8,2
3,1,1,9000000,18600000,16,518,18400000,17600000,28900000,10300000,0,2.066666666666667,75200000,4.043010752688172,1
3,0,0,6900000,17100000,4,694,4200000,6100000,27000000,6000000,1,2.4782608695652173,43300000,2.5321637426900585,1
2,0,0,700000,2300000,8,663,700000,500000,2800000,1000000,1,3.2857142857142856,5000000,2.1739130434782608,1
0,1,0,2500000,8900000,2,662,4000000,2100000,9700000,3000000,1,3.56,18800000,2.1123595505617976,1
0,0,0,4600000,14400000,14,642,10100000,8700000,11100000,4800000,1,3.130434782608696,34700000,2.4097222222222223,1
4,1,0,1000000,3900000,10,701,2200000,1000000,4000000,900000,1,3.9,8100000,2.076923076923077,2
4,0,1,9200000,30100000,6,632,23700000,6600000,34200000,6200000,1,3.2717391304347827,70700000,2.3488372093023258,1
3,1,1,2200000,4400000,2,861,1300000,2600000,4500000,2300000,1,2.0,10700000,2.4318181818181817,2
4,1,1,9700000,33300000,12,784,14600000,15800000,37900000,6500000,1,3.4329896907216493,74800000,2.2462462462462462,2
0,1,1,5500000,18200000,4,332,8100000,4000000,16400000,5600000,1,3.309090909090909,34100000,1.8736263736263736,0
4,0,1,1300000,3400000,2,763,3800000,200000,5100000,1400000,1,2.6153846153846154,10500000,3.088235294117647,2
1,0,1,7900000,19100000,2,593,20800000,12200000,26100000,7800000,1,2.4177215189873418,66900000,3.5026178010471205,1
2,0,0,4300000,8800000,6,512,7200000,6500000,16900000,2700000,0,2.046511627906977,33300000,3.784090909090909,1
0,0,0,3800000,13300000,6,655,9600000,0,8600000,2600000,1,3.5,20800000,1.5639097744360901,1
3,0,0,8700000,24700000,8,369,4000000,800000,31100000,4800000,0,2.839080459770115,40700000,1.6477732793522266,0
3,1,0,1300000,3100000,14,348,1500000,600000,3900000,600000,0,2.3846153846153846,6600000,2.129032258064516,0
1,0,1,6800000,16800000,10,736,2000000,2600000,23800000,5600000,1,2.4705882352941178,34000000,2.0238095238095237,2
1,0,0,9100000,24000000,20,353,25100000,9200000,26100000,10900000,0,2.6373626373626373,71300000,2.970833333333333,0
0,1,0,3000000,11300000,16,478,5600000,2000000,9800000,2000000,0,3.7666666666666666,19400000,1.7168141592920354,0
0,0,1,1200000,3000000,4,827,3200000,600000,2300000,1500000,1,2.5,7600000,2.533333333333333,2
1,0,1,5000000,16900000,12,517,2200000,1500000,15500000,5400000,0,3.38,24600000,1.455621301775148,1
5,1,1,9700000,24700000,18,648,15100000,600000,25200000,6800000,1,2.5463917525773194,47700000,1.9311740890688258,1
2,0,1,7000000,23800000,10,689,8400000,5400000,15700000,7800000,1,3.4,37300000,1.5672268907563025,1
1,1,0,4100000,9100000,20,550,9900000,5200000,10800000,4800000,1,2.2195121951219514,30700000,3.3736263736263736,1
0,1,1,5300000,12900000,20,826,15500000,6800000,12000000,5200000,1,2.4339622641509435,39500000,3.062015503875969,2
1,0,0,7300000,19200000,14,599,18400000,5400000,15900000,3700000,1,2.6301369863013697,43400000,2.2604166666666665,1
1,1,0,6500000,18500000,16,815,6300000,10000000,13400000,4000000,1,2.8461538461538463,33700000,1.8216216216216217,2
4,1,1,600000,1400000,4,761,800000,500000,2100000,300000,1,2.3333333333333335,3700000,2.642857142857143,2
3,0,1,5200000,15000000,20,432,6900000,5000000,15600000,5100000,0,2.8846153846153846,32600000,2.1733333333333333,0
4,0,1,2800000,9200000,18,442,5800000,4800000,8400000,1300000,0,3.2857142857142856,20300000,2.2065217391304346,0
1,1,1,7800000,23300000,6,620,3500000,2100000,22200000,7600000,1,2.9871794871794872,35400000,1.51931330472103,1
2,1,0,3000000,6500000,4,476,7900000,300000,9400000,1500000,0,2.1666666666666665,19100000,2.9384615384615387,0
4,1,0,9300000,34900000,6,837,27400000,800000,21400000,8500000,1,3.752688172043011,58100000,1.664756446991404,2
3,0,1,5100000,18000000,6,510,13400000,6600000,17200000,7600000,0,3.5294117647058822,44800000,2.488888888888889,1
4,0,1,4300000,16100000,18,849,3800000,6600000,17100000,6400000,1,3.744186046511628,33900000,2.1055900621118013,2
3,1,0,1100000,2100000,8,737,2900000,2000000,2500000,900000,1,1.9090909090909092,8300000,3.9523809523809526,2
2,1,0,6500000,16200000,10,809,14000000,4700000,13200000,8600000,1,2.4923076923076923,40500000,2.5,2
3,0,0,6400000,23000000,8,520,12100000,11400000,16000000,3800000,0,3.59375,43300000,1.882608695652174,1
2,0,0,7400000,22500000,16,834,6400000,12600000,15700000,6000000,1,3.0405405405405403,40700000,1.808888888888889,2
4,1,0,8700000,32100000,8,397,8900000,17000000,34700000,4800000,0,3.689655172413793,65400000,2.0373831775700935,0
0,0,0,9200000,24700000,14,438,4800000,16000000,20600000,10700000,0,2.6847826086956523,52100000,2.1093117408906883,0
1,1,1,6200000,19700000,18,820,11200000,3400000,15600000,4700000,1,3.1774193548387095,34900000,1.7715736040609138,2
1,0,0,1200000,4600000,20,323,2000000,1700000,2600000,1400000,0,3.8333333333333335,7700000,1.673913043478261,0
1,0,1,7000000,20300000,14,837,7700000,2200000,19700000,5500000,1,2.9,35100000,1.729064039408867,2
5,1,1,3800000,10100000,2,571,7400000,6600000,12600000,3300000,1,2.6578947368421053,29900000,2.9603960396039604,1
0,1,0,4900000,16300000,14,479,1600000,6400000,18600000,2700000,0,3.326530612244898,29300000,1.7975460122699387,0
2,1,1,7800000,22100000,6,533,11900000,2500000,19300000,10800000,0,2.8333333333333335,44500000,2.013574660633484,1
1,0,1,7400000,17200000,8,899,16500000,8700000,16700000,4900000,1,2.324324324324324,46800000,2.7209302325581395,2
1,0,0,7000000,26600000,16,460,20500000,3300000,27700000,4600000,0,3.8,56100000,2.1090225563909772,0
1,0,0,4900000,12500000,2,636,14200000,6400000,13900000,5000000,1,2.5510204081632653,39500000,3.16,1
3,0,0,5800000,20600000,20,434,8400000,2700000,22600000,7000000,0,3.5517241379310347,40700000,1.9757281553398058,0
5,0,0,2000000,6900000,18,516,4600000,3400000,6500000,1600000,0,3.45,16100000,2.3333333333333335,1
4,1,0,8300000,24600000,2,382,1400000,1200000,16700000,6600000,0,2.963855421686747,25900000,1.0528455284552845,0
0,1,1,1000000,2800000,12,616,700000,700000,3900000,700000,1,2.8,6000000,2.142857142857143,1
3,1,0,5500000,11600000,6,745,9400000,8000000,12800000,5400000,1,2.109090909090909,35600000,3.0689655172413794,2
5,1,0,1400000,3400000,6,697,2000000,500000,4600000,1600000,1,2.4285714285714284,8700000,2.5588235294117645,1
4,1,0,3700000,12300000,6,364,5900000,4200000,13700000,4400000,0,3.324324324324324,28200000,2.292682926829268,0
2,0,1,2100000,6900000,2,566,700000,1500000,8100000,1000000,1,3.2857142857142856,11300000,1.6376811594202898,1
4,0,0,6200000,21900000,12,462,9400000,2000000,16600000,8300000,0,3.532258064516129,36300000,1.6575342465753424,0
0,0,0,9300000,31900000,2,331,7100000,11200000,23700000,8000000,1,3.4301075268817205,50000000,1.567398119122257,0
3,0,1,5100000,10300000,12,839,13400000,5400000,10700000,7500000,1,2.019607843137255,37000000,3.592233009708738,2
0,1,1,7000000,14000000,4,702,9000000,3100000,21400000,7600000,1,2.0,41100000,2.9357142857142855,2
3,1,1,5300000,17900000,2,580,10200000,6400000,11600000,3600000,1,3.3773584905660377,31800000,1.776536312849162,1
3,1,0,900000,2800000,10,560,2700000,300000,1900000,1300000,1,3.111111111111111,6200000,2.2142857142857144,1
4,0,1,9400000,25700000,14,845,27300000,4100000,26500000,12200000,1,2.734042553191489,70100000,2.727626459143969,2
4,0,1,2600000,8500000,4,392,5500000,100000,8800000,2900000,1,3.269230769230769,17300000,2.0352941176470587,0
2,1,0,1500000,4900000,16,387,0,2400000,3700000,1300000,0,3.2666666666666666,7400000,1.510204081632653,0
1,1,1,1800000,6300000,12,749,4200000,200000,3800000,2700000,1,3.5,10900000,1.7301587301587302,2
3,1,1,7800000,20000000,14,727,4600000,7200000,17300000,8600000,1,2.5641025641025643,37700000,1.885,2
3,1,1,2100000,7400000,14,656,5600000,400000,5200000,2800000,1,3.5238095238095237,14000000,1.8918918918918919,1
0,0,1,8300000,17500000,20,643,24800000,8900000,18800000,5100000,1,2.108433734939759,57600000,3.2914285714285714,1
2,0,1,4400000,16800000,4,307,12800000,7200000,9700000,5800000,1,3.8181818181818183,35500000,2.113095238095238,0
2,0,0,2300000,5000000,16,588,2000000,3500000,7000000,1500000,1,2.1739130434782608,14000000,2.8,1
3,1,1,7700000,22300000,20,895,22200000,13300000,23900000,9100000,1,2.896103896103896,68500000,3.071748878923767,2
0,0,1,9300000,29400000,10,351,24200000,6800000,35800000,6100000,0,3.161290322580645,72900000,2.479591836734694,0
5,0,0,5900000,16400000,12,891,10200000,10400000,19600000,4700000,1,2.7796610169491527,44900000,2.7378048780487805,2
5,0,1,1900000,4900000,4,442,3200000,2100000,5800000,900000,0,2.5789473684210527,12000000,2.4489795918367347,0
0,0,0,6900000,19500000,20,686,2300000,8700000,16400000,6200000,1,2.8260869565217392,33600000,1.7230769230769232,1
4,1,1,2100000,8200000,20,432,6000000,900000,5600000,1000000,0,3.9047619047619047,13500000,1.646341463414634,0
0,0,0,8200000,20900000,14,766,4400000,12300000,18400000,12100000,1,2.548780487804878,47200000,2.2583732057416266,2
4,0,0,7700000,17200000,6,561,6000000,5000000,15400000,6800000,1,2.2337662337662336,33200000,1.930232558139535,1
5,0,0,7700000,19000000,2,539,4000000,14500000,29300000,4100000,0,2.4675324675324677,51900000,2.731578947368421,1
1,1,0,700000,1400000,6,759,1000000,500000,2600000,700000,1,2.0,4800000,3.4285714285714284,2
5,1,0,7100000,18200000,8,750,21000000,7900000,20800000,5300000,1,2.563380281690141,55000000,3.021978021978022,2
2,1,0,3900000,13600000,10,373,11600000,1000000,8400000,3600000,0,3.4871794871794872,24600000,1.8088235294117647,0
1,0,1,5200000,20500000,10,407,1100000,3400000,18200000,3800000,0,3.9423076923076925,26500000,1.2926829268292683,0
4,0,0,5500000,20200000,14,611,13700000,5700000,15100000,7200000,1,3.672727272727273,41700000,2.0643564356435644,1
3,1,0,2600000,6300000,10,783,6500000,2400000,6500000,2600000,1,2.423076923076923,18000000,2.857142857142857,2
0,0,1,7300000,24000000,18,651,16600000,100000,19600000,4500000,1,3.287671232876712,40800000,1.7,1
3,1,0,8700000,31100000,16,760,400000,1800000,19300000,4800000,0,3.574712643678161,26300000,0.8456591639871383,2
3,1,0,9000000,22700000,16,793,11700000,10800000,35000000,7000000,1,2.522222222222222,64500000,2.841409691629956,2
4,1,0,400000,800000,16,685,500000,300000,1300000,600000,1,2.0,2700000,3.375,1
2,0,1,3300000,10700000,8,806,5700000,600000,11500000,4900000,1,3.242424242424242,22700000,2.121495327102804,2
1,0,0,6300000,17800000,12,770,6000000,3000000,17000000,3200000,1,2.8253968253968256,29200000,1.6404494382022472,2
0,0,0,7000000,23600000,14,663,13800000,9100000,21300000,7200000,1,3.3714285714285714,51400000,2.1779661016949152,1
2,1,1,2100000,8100000,4,592,2000000,2500000,7900000,2700000,1,3.857142857142857,15100000,1.8641975308641976,1
3,0,0,7600000,26300000,18,580,19100000,14600000,25500000,5100000,1,3.460526315789474,64300000,2.444866920152091,1
1,1,0,8200000,17500000,4,609,4500000,5600000,24100000,7700000,1,2.1341463414634148,41900000,2.394285714285714,1
3,0,1,9200000,23200000,8,380,13100000,15500000,18900000,6100000,0,2.5217391304347827,53600000,2.310344827586207,0
3,1,0,3800000,12100000,20,364,4100000,5100000,11600000,3000000,0,3.1842105263157894,23800000,1.9669421487603307,0
1,1,0,3200000,8900000,12,866,5100000,700000,9900000,2400000,1,2.78125,18100000,2.033707865168539,2
4,0,0,9700000,31700000,10,342,700000,100000,36700000,12000000,0,3.268041237113402,49500000,1.5615141955835963,0
5,1,0,4700000,14400000,16,884,9900000,4400000,9300000,3800000,1,3.0638297872340425,27400000,1.9027777777777777,2
4,1,1,3800000,12500000,18,859,3900000,4600000,8200000,2700000,1,3.289473684210526,19400000,1.552,2
4,1,0,400000,1000000,20,692,500000,400000,1600000,200000,1,2.5,2700000,2.7,1
4,0,1,3200000,6800000,16,675,8000000,1900000,6800000,4000000,1,2.125,20700000,3.0441176470588234,1
5,1,1,3900000,12700000,8,886,3500000,5800000,14900000,5400000,1,3.2564102564102564,29600000,2.3307086614173227,2
1,1,1,3500000,13100000,10,477,3200000,6200000,7500000,3100000,0,3.742857142857143,20000000,1.5267175572519085,0
2,1,0,2200000,8300000,6,596,4700000,3000000,8500000,1800000,1,3.772727272727273,18000000,2.1686746987951806,1
4,0,0,6400000,19700000,20,400,2300000,6100000,20100000,6200000,0,3.078125,34700000,1.7614213197969544,0
3,1,0,9100000,19900000,2,711,2200000,17900000,24300000,13000000,1,2.1868131868131866,57400000,2.8844221105527637,2
0,0,1,3300000,8900000,2,418,4200000,6000000,9300000,3700000,0,2.696969696969697,23200000,2.606741573033708,0
3,1,0,7800000,21800000,8,517,7700000,5100000,19500000,9100000,0,2.7948717948717947,41400000,1.8990825688073394,1
0,0,1,6200000,16200000,6,508,5600000,5700000,21500000,3600000,0,2.6129032258064515,36400000,2.246913580246914,1
3,0,1,7000000,26100000,18,689,17200000,5700000,20500000,5900000,1,3.7285714285714286,49300000,1.8888888888888888,1
0,1,0,9200000,28200000,12,455,19200000,6400000,34700000,5900000,0,3.0652173913043477,66200000,2.347517730496454,0
5,0,1,7500000,20800000,6,617,100000,14200000,19300000,8200000,1,2.7733333333333334,41800000,2.0096153846153846,1
2,1,0,5300000,13200000,10,500,4700000,9800000,20400000,2900000,0,2.490566037735849,37800000,2.8636363636363638,0
5,0,1,6800000,22800000,14,382,17600000,700000,21700000,5800000,0,3.3529411764705883,45800000,2.008771929824561,0
1,0,0,7900000,20800000,18,538,10000000,9700000,29900000,10600000,0,2.632911392405063,60200000,2.894230769230769,1
0,0,1,6200000,14900000,8,855,0,7200000,14200000,8200000,1,2.403225806451613,29600000,1.9865771812080537,2
1,1,0,1000000,3000000,18,614,1800000,1700000,3700000,700000,1,3.0,7900000,2.6333333333333333,1
2,1,1,7800000,25400000,10,513,22100000,600000,23500000,9800000,0,3.2564102564102564,56000000,2.204724409448819,1
5,1,1,3000000,8800000,14,402,5600000,5300000,8600000,4200000,0,2.933333333333333,23700000,2.6931818181818183,0
5,1,1,5700000,15000000,20,819,15500000,9800000,14100000,3400000,1,2.6315789473684212,42800000,2.8533333333333335,2
4,0,0,6600000,25400000,12,622,9200000,3500000,19900000,7500000,1,3.8484848484848486,40100000,1.578740157480315,1
4,1,1,7100000,18200000,4,790,2500000,2200000,25500000,9600000,1,2.563380281690141,39800000,2.1868131868131866,2
3,1,1,1300000,4800000,14,808,3100000,2000000,5100000,1500000,1,3.6923076923076925,11700000,2.4375,2
2,0,0,5200000,16800000,18,369,5400000,8600000,17000000,6800000,0,3.230769230769231,37800000,2.25,0
3,1,0,5600000,20300000,4,330,16100000,5100000,15300000,4200000,1,3.625,40700000,2.0049261083743843,0
2,1,0,7100000,16500000,14,857,3700000,10700000,18500000,8200000,1,2.323943661971831,41100000,2.4909090909090907,2
2,1,0,5100000,19100000,8,457,13200000,5100000,16400000,7600000,0,3.7450980392156863,42300000,2.2146596858638743,0
3,0,1,7600000,29300000,8,843,21500000,3000000,22800000,11200000,1,3.8552631578947367,58500000,1.9965870307167235,2
0,1,1,2500000,5400000,6,463,1900000,3500000,8200000,1800000,0,2.16,15400000,2.8518518518518516,0
3,1,0,6900000,22800000,16,582,17700000,2200000,23500000,4400000,1,3.3043478260869565,47800000,2.0964912280701755,1
0,1,0,3100000,6500000,2,391,100000,3800000,9900000,2400000,0,2.096774193548387,16200000,2.4923076923076923,0
2,1,1,9700000,35100000,20,612,13400000,13500000,38200000,6500000,1,3.618556701030928,71600000,2.03988603988604,1
0,0,1,5800000,12600000,2,859,13500000,4700000,21200000,4500000,1,2.1724137931034484,43900000,3.484126984126984,2
4,0,0,7600000,18600000,18,779,9100000,5600000,15200000,10000000,1,2.4473684210526314,39900000,2.1451612903225805,2
5,0,0,700000,2800000,2,561,900000,400000,1900000,800000,1,4.0,4000000,1.4285714285714286,1
3,1,0,2300000,5600000,18,420,1300000,600000,6700000,2100000,0,2.4347826086956523,10700000,1.9107142857142858,0
3,0,0,1600000,3300000,8,609,4700000,100000,6000000,800000,1,2.0625,11600000,3.515151515151515,1
4,0,0,8100000,19300000,14,821,16500000,8500000,25800000,8300000,1,2.382716049382716,59100000,3.062176165803109,2
1,1,0,7700000,17100000,14,603,11100000,12100000,30300000,7100000,1,2.220779220779221,60600000,3.543859649122807,1
4,1,0,1500000,3400000,10,778,3800000,300000,4000000,2200000,1,2.2666666666666666,10300000,3.0294117647058822,2
3,0,0,7400000,23500000,2,460,20600000,12200000,25900000,9200000,1,3.175675675675676,67900000,2.8893617021276596,0
4,0,1,8900000,27100000,18,363,7800000,9600000,25400000,12700000,0,3.044943820224719,55500000,2.047970479704797,0
0,1,0,2400000,5300000,16,482,5500000,4200000,8400000,2600000,0,2.2083333333333335,20700000,3.9056603773584904,0
5,1,0,5600000,20300000,4,772,10600000,6000000,13600000,7600000,1,3.625,37800000,1.8620689655172413,2
4,1,0,5900000,14400000,6,745,15300000,5100000,16500000,3000000,1,2.440677966101695,39900000,2.7708333333333335,2
1,1,0,1600000,3300000,2,513,400000,1300000,4600000,2200000,0,2.0625,8500000,2.5757575757575757,1
5,0,0,1100000,4000000,2,362,1800000,1300000,3500000,1100000,1,3.6363636363636362,7700000,1.925,0
2,1,1,6600000,25600000,6,740,10900000,1900000,18900000,9200000,1,3.878787878787879,40900000,1.59765625,2
3,1,0,8900000,24400000,10,774,11200000,6100000,31400000,7300000,1,2.741573033707865,56000000,2.2950819672131146,2
1,1,1,6400000,16400000,20,555,6000000,2500000,20100000,7400000,1,2.5625,36000000,2.1951219512195124,1
4,0,1,8200000,17300000,12,588,9700000,1200000,20700000,4800000,1,2.1097560975609757,36400000,2.1040462427745665,1
1,1,0,500000,1300000,14,619,1500000,100000,2000000,500000,1,2.6,4100000,3.1538461538461537,1
0,1,0,9700000,31600000,18,607,24300000,7900000,32400000,7500000,1,3.2577319587628866,72100000,2.2816455696202533,1
