no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category
2,1,1,7800000,22100000,6,11900000,2500000,19300000,10800000,0,2.8333333333333335,44500000,2.013574660633484,1
1,0,1,7400000,17200000,8,16500000,8700000,16700000,4900000,1,2.324324324324324,46800000,2.7209302325581395,2
1,0,0,7000000,26600000,16,20500000,3300000,27700000,4600000,0,3.8,56100000,2.1090225563909772,0
1,0,0,4900000,12500000,2,14200000,6400000,13900000,5000000,1,2.5510204081632653,39500000,3.16,1
3,0,0,5800000,20600000,20,8400000,2700000,22600000,7000000,0,3.5517241379310347,40700000,1.9757281553398058,0
5,0,0,2000000,6900000,18,4600000,3400000,6500000,1600000,0,3.45,16100000,2.3333333333333335,1
4,1,0,8300000,24600000,2,1400000,1200000,16700000,6600000,0,2.963855421686747,25900000,1.0528455284552845,0
0,1,1,1000000,2800000,12,700000,700000,3900000,700000,1,2.8,6000000,2.142857142857143,1
3,1,0,5500000,11600000,6,9400000,8000000,12800000,5400000,1,2.109090909090909,35600000,3.0689655172413794,2
5,1,0,1400000,3400000,6,2000000,500000,4600000,1600000,1,2.4285714285714284,8700000,2.5588235294117645,1
4,1,0,3700000,12300000,6,5900000,4200000,13700000,4400000,0,3.324324324324324,28200000,2.292682926829268,0
2,0,1,2100000,6900000,2,700000,1500000,8100000,1000000,1,3.2857142857142856,11300000,1.6376811594202898,1
4,0,0,6200000,21900000,12,9400000,2000000,16600000,8300000,0,3.532258064516129,36300000,1.6575342465753424,0
0,0,0,9300000,31900000,2,7100000,11200000,23700000,8000000,1,3.4301075268817205,50000000,1.567398119122257,0
3,0,1,5100000,10300000,12,13400000,5400000,10700000,7500000,1,2.019607843137255,37000000,3.592233009708738,2
0,1,1,7000000,14000000,4,9000000,3100000,21400000,7600000,1,2.0,41100000,2.9357142857142855,2
3,1,1,5300000,17900000,2,10200000,6400000,11600000,3600000,1,3.3773584905660377,31800000,1.776536312849162,1
3,1,0,900000,2800000,10,2700000,300000,1900000,1300000,1,3.111111111111111,6200000,2.2142857142857144,1
4,0,1,9400000,25700000,14,27300000,4100000,26500000,12200000,1,2.734042553191489,70100000,2.727626459143969,2
4,0,1,2600000,8500000,4,5500000,100000,8800000,2900000,1,3.269230769230769,17300000,2.0352941176470587,0
2,1,0,1500000,4900000,16,-100000,2400000,3700000,1300000,0,3.2666666666666666,7300000,1.489795918367347,0
1,1,1,1800000,6300000,12,4200000,200000,3800000,2700000,1,3.5,10900000,1.7301587301587302,2
3,1,1,7800000,20000000,14,4600000,7200000,17300000,8600000,1,2.5641025641025643,37700000,1.885,2
3,1,1,2100000,7400000,14,5600000,400000,5200000,2800000,1,3.5238095238095237,14000000,1.8918918918918919,1
0,0,1,8300000,17500000,20,24800000,8900000,18800000,5100000,1,2.108433734939759,57600000,3.2914285714285714,1
2,0,1,4400000,16800000,4,12800000,7200000,9700000,5800000,1,3.8181818181818183,35500000,2.113095238095238,0
2,0,0,2300000,5000000,16,2000000,3500000,7000000,1500000,1,2.1739130434782608,14000000,2.8,1
3,1,1,7700000,22300000,20,22200000,13300000,23900000,9100000,1,2.896103896103896,68500000,3.071748878923767,2
0,0,1,9300000,29400000,10,24200000,6800000,35800000,6100000,0,3.161290322580645,72900000,2.479591836734694,0
5,0,0,5900000,16400000,12,10200000,10400000,19600000,4700000,1,2.7796610169491527,44900000,2.7378048780487805,2
5,0,1,1900000,4900000,4,3200000,2100000,5800000,900000,0,2.5789473684210527,12000000,2.4489795918367347,0
0,0,0,6900000,19500000,20,2300000,8700000,16400000,6200000,1,2.8260869565217392,33600000,1.7230769230769232,1
4,1,1,2100000,8200000,20,6000000,900000,5600000,1000000,0,3.9047619047619047,13500000,1.646341463414634,0
0,0,0,8200000,20900000,14,4400000,12300000,18400000,12100000,1,2.548780487804878,47200000,2.2583732057416266,2
4,0,0,7700000,17200000,6,6000000,5000000,15400000,6800000,1,2.2337662337662336,33200000,1.930232558139535,1
5,0,0,7700000,19000000,2,4000000,14500000,29300000,4100000,0,2.4675324675324677,51900000,2.731578947368421,1
1,1,0,700000,1400000,6,1000000,500000,2600000,700000,1,2.0,4800000,3.4285714285714284,2
5,1,0,7100000,18200000,8,21000000,7900000,20800000,5300000,1,2.563380281690141,55000000,3.021978021978022,2
2,1,0,3900000,13600000,10,11600000,1000000,8400000,3600000,0,3.4871794871794872,24600000,1.8088235294117647,0
1,0,1,5200000,20500000,10,1100000,3400000,18200000,3800000,0,3.9423076923076925,26500000,1.2926829268292683,0
4,0,0,5500000,20200000,14,13700000,5700000,15100000,7200000,1,3.672727272727273,41700000,2.0643564356435644,1
3,1,0,2600000,6300000,10,6500000,2400000,6500000,2600000,1,2.423076923076923,18000000,2.857142857142857,2
0,0,1,7300000,24000000,18,16600000,100000,19600000,4500000,1,3.287671232876712,40800000,1.7,1
3,1,0,8700000,31100000,16,400000,1800000,19300000,4800000,0,3.574712643678161,26300000,0.8456591639871383,2
3,1,0,9000000,22700000,16,11700000,10800000,35000000,7000000,1,2.522222222222222,64500000,2.841409691629956,2
4,1,0,400000,800000,16,500000,300000,1300000,600000,1,2.0,2700000,3.375,1
2,0,1,3300000,10700000,8,5700000,600000,11500000,4900000,1,3.242424242424242,22700000,2.121495327102804,2
1,0,0,6300000,17800000,12,6000000,3000000,17000000,3200000,1,2.8253968253968256,29200000,1.6404494382022472,2
0,0,0,7000000,23600000,14,13800000,9100000,21300000,7200000,1,3.3714285714285714,51400000,2.1779661016949152,1
2,1,1,2100000,8100000,4,2000000,2500000,7900000,2700000,1,3.857142857142857,15100000,1.8641975308641976,1
3,0,0,7600000,26300000,18,19100000,14600000,25500000,5100000,1,3.460526315789474,64300000,2.444866920152091,1
1,1,0,8200000,17500000,4,4500000,5600000,24100000,7700000,1,2.1341463414634148,41900000,2.394285714285714,1
3,0,1,9200000,23200000,8,13100000,15500000,18900000,6100000,0,2.5217391304347827,53600000,2.310344827586207,0
3,1,0,3800000,12100000,20,4100000,5100000,11600000,3000000,0,3.1842105263157894,23800000,1.9669421487603307,0
1,1,0,3200000,8900000,12,5100000,700000,9900000,2400000,1,2.78125,18100000,2.033707865168539,2
4,0,0,9700000,31700000,10,700000,100000,36700000,12000000,0,3.268041237113402,49500000,1.5615141955835963,0
5,1,0,4700000,14400000,16,9900000,4400000,9300000,3800000,1,3.0638297872340425,27400000,1.9027777777777777,2
4,1,1,3800000,12500000,18,3900000,4600000,8200000,2700000,1,3.289473684210526,19400000,1.552,2
4,1,0,400000,1000000,20,500000,400000,1600000,200000,1,2.5,2700000,2.7,1
4,0,1,3200000,6800000,16,8000000,1900000,6800000,4000000,1,2.125,20700000,3.0441176470588234,1
5,1,1,3900000,12700000,8,3500000,5800000,14900000,5400000,1,3.2564102564102564,29600000,2.3307086614173227,2
1,1,1,3500000,13100000,10,3200000,6200000,7500000,3100000,0,3.742857142857143,20000000,1.5267175572519085,0
2,1,0,2200000,8300000,6,4700000,3000000,8500000,1800000,1,3.772727272727273,18000000,2.1686746987951806,1
4,0,0,6400000,19700000,20,2300000,6100000,20100000,6200000,0,3.078125,34700000,1.7614213197969544,0
3,1,0,9100000,19900000,2,2200000,17900000,24300000,13000000,1,2.1868131868131866,57400000,2.8844221105527637,2
0,0,1,3300000,8900000,2,4200000,6000000,9300000,3700000,0,2.696969696969697,23200000,2.606741573033708,0
3,1,0,7800000,21800000,8,7700000,5100000,19500000,9100000,0,2.7948717948717947,41400000,1.8990825688073394,1
0,0,1,6200000,16200000,6,5600000,5700000,21500000,3600000,0,2.6129032258064515,36400000,2.246913580246914,1
3,0,1,7000000,26100000,18,17200000,5700000,20500000,5900000,1,3.7285714285714286,49300000,1.8888888888888888,1
0,1,0,9200000,28200000,12,19200000,6400000,34700000,5900000,0,3.0652173913043477,66200000,2.347517730496454,0
5,0,1,7500000,20800000,6,100000,14200000,19300000,8200000,1,2.7733333333333334,41800000,2.0096153846153846,1
2,1,0,5300000,13200000,10,4700000,9800000,20400000,2900000,0,2.490566037735849,37800000,2.8636363636363638,0
5,0,1,6800000,22800000,14,17600000,700000,21700000,5800000,0,3.3529411764705883,45800000,2.008771929824561,0
1,0,0,7900000,20800000,18,10000000,9700000,29900000,10600000,0,2.632911392405063,60200000,2.894230769230769,1
0,0,1,6200000,14900000,8,-100000,7200000,14200000,8200000,1,2.403225806451613,29500000,1.9798657718120805,2
1,1,0,1000000,3000000,18,1800000,1700000,3700000,700000,1,3.0,7900000,2.6333333333333333,1
2,1,1,7800000,25400000,10,22100000,600000,23500000,9800000,0,3.2564102564102564,56000000,2.204724409448819,1
5,1,1,3000000,8800000,14,5600000,5300000,8600000,4200000,0,2.933333333333333,23700000,2.6931818181818183,0
5,1,1,5700000,15000000,20,15500000,9800000,14100000,3400000,1,2.6315789473684212,42800000,2.8533333333333335,2
4,0,0,6600000,25400000,12,9200000,3500000,19900000,7500000,1,3.8484848484848486,40100000,1.578740157480315,1
4,1,1,7100000,18200000,4,2500000,2200000,25500000,9600000,1,2.563380281690141,39800000,2.1868131868131866,2
3,1,1,1300000,4800000,14,3100000,2000000,5100000,1500000,1,3.6923076923076925,11700000,2.4375,2
2,0,0,5200000,16800000,18,5400000,8600000,17000000,6800000,0,3.230769230769231,37800000,2.25,0
3,1,0,5600000,20300000,4,16100000,5100000,15300000,4200000,1,3.625,40700000,2.0049261083743843,0
2,1,0,7100000,16500000,14,3700000,10700000,18500000,8200000,1,2.323943661971831,41100000,2.4909090909090907,2
2,1,0,5100000,19100000,8,13200000,5100000,16400000,7600000,0,3.7450980392156863,42300000,2.2146596858638743,0
3,0,1,7600000,29300000,8,21500000,3000000,22800000,11200000,1,3.8552631578947367,58500000,1.9965870307167235,2
0,1,1,2500000,5400000,6,1900000,3500000,8200000,1800000,0,2.16,15400000,2.8518518518518516,0
3,1,0,6900000,22800000,16,17700000,2200000,23500000,4400000,1,3.3043478260869565,47800000,2.0964912280701755,1
0,1,0,3100000,6500000,2,100000,3800000,9900000,2400000,0,2.096774193548387,16200000,2.4923076923076923,0
2,1,1,9700000,35100000,20,13400000,13500000,38200000,6500000,1,3.618556701030928,71600000,2.03988603988604,1
0,0,1,5800000,12600000,2,13500000,4700000,21200000,4500000,1,2.1724137931034484,43900000,3.484126984126984,2
4,0,0,7600000,18600000,18,9100000,5600000,15200000,10000000,1,2.4473684210526314,39900000,2.1451612903225805,2
5,0,0,700000,2800000,2,900000,400000,1900000,800000,1,4.0,4000000,1.4285714285714286,1
3,1,0,2300000,5600000,18,1300000,600000,6700000,2100000,0,2.4347826086956523,10700000,1.9107142857142858,0
3,0,0,1600000,3300000,8,4700000,100000,6000000,800000,1,2.0625,11600000,3.515151515151515,1
4,0,0,8100000,19300000,14,16500000,8500000,25800000,8300000,1,2.382716049382716,59100000,3.062176165803109,2
1,1,0,7700000,17100000,14,11100000,12100000,30300000,7100000,1,2.220779220779221,60600000,3.543859649122807,1
4,1,0,1500000,3400000,10,3800000,300000,4000000,2200000,1,2.2666666666666666,10300000,3.0294117647058822,2
3,0,0,7400000,23500000,2,20600000,12200000,25900000,9200000,1,3.175675675675676,67900000,2.8893617021276596,0
4,0,1,8900000,27100000,18,7800000,9600000,25400000,12700000,0,3.044943820224719,55500000,2.047970479704797,0
0,1,0,2400000,5300000,16,5500000,4200000,8400000,2600000,0,2.2083333333333335,20700000,3.9056603773584904,0
5,1,0,5600000,20300000,4,10600000,6000000,13600000,7600000,1,3.625,37800000,1.8620689655172413,2
4,1,0,5900000,14400000,6,15300000,5100000,16500000,3000000,1,2.440677966101695,39900000,2.7708333333333335,2
1,1,0,1600000,3300000,2,400000,1300000,4600000,2200000,0,2.0625,8500000,2.5757575757575757,1
5,0,0,1100000,4000000,2,1800000,1300000,3500000,1100000,1,3.6363636363636362,7700000,1.925,0
2,1,1,6600000,25600000,6,10900000,1900000,18900000,9200000,1,3.878787878787879,40900000,1.59765625,2
3,1,0,8900000,24400000,10,11200000,6100000,31400000,7300000,1,2.741573033707865,56000000,2.2950819672131146,2
1,1,1,6400000,16400000,20,6000000,2500000,20100000,7400000,1,2.5625,36000000,2.1951219512195124,1
4,0,1,8200000,17300000,12,9700000,1200000,20700000,4800000,1,2.1097560975609757,36400000,2.1040462427745665,1
1,1,0,500000,1300000,14,1500000,100000,2000000,500000,1,2.6,4100000,3.1538461538461537,1
0,1,0,9700000,31600000,18,24300000,7900000,32400000,7500000,1,3.2577319587628866,72100000,2.2816455696202533,1
3,0,1,7100000,16700000,4,1700000,9600000,24300000,6200000,0,2.352112676056338,41800000,2.502994011976048,0
4,0,1,1400000,3400000,14,3100000,100000,4100000,2100000,1,2.4285714285714284,9400000,2.764705882352941,2
1,0,0,7200000,28100000,14,10000000,10400000,27500000,4000000,1,3.9027777777777777,51900000,1.8469750889679715,2
1,1,1,8400000,26200000,14,19400000,11500000,17900000,6900000,1,3.119047619047619,55700000,2.1259541984732824,1
4,0,0,4300000,13900000,2,10100000,100000,8600000,3300000,1,3.2325581395348837,22100000,1.589928057553957,2
0,0,1,8800000,29800000,8,20000000,4900000,33300000,12200000,0,3.3863636363636362,70400000,2.3624161073825505,0
4,0,0,4000000,15100000,8,8700000,6900000,12200000,4400000,1,3.775,32200000,2.1324503311258276,2
3,0,1,6900000,17900000,18,7700000,11200000,15400000,8700000,0,2.5942028985507246,43000000,2.4022346368715084,0
4,1,0,9600000,33000000,14,5800000,8500000,30100000,4900000,0,3.4375,49300000,1.493939393939394,0
2,0,0,6900000,16500000,16,19600000,8600000,27100000,3600000,1,2.391304347826087,58900000,3.56969696969697,2
1,0,1,3600000,13400000,16,5200000,6700000,7300000,3300000,1,3.7222222222222223,22500000,1.6791044776119404,2
2,0,0,1900000,4600000,12,3000000,1300000,4800000,1100000,1,2.4210526315789473,10200000,2.217391304347826,1
3,0,1,9700000,30800000,18,12700000,3800000,37300000,10400000,0,3.1752577319587627,64200000,2.0844155844155843,0
2,0,0,1200000,4100000,8,2700000,700000,3700000,1300000,0,3.4166666666666665,8400000,2.048780487804878,0
1,0,0,400000,1600000,16,800000,700000,700000,100000,1,4.0,2300000,1.4375,2
2,1,0,6600000,21500000,18,13700000,9800000,17100000,4800000,0,3.257575757575758,45400000,2.1116279069767443,0
2,1,0,1500000,3300000,4,300000,1200000,5400000,700000,1,2.2,7600000,2.303030303030303,2
4,0,0,3500000,9500000,2,9900000,6600000,9400000,3100000,1,2.7142857142857144,29000000,3.0526315789473686,1
3,0,1,4000000,8600000,4,11500000,6300000,15300000,3500000,1,2.15,36600000,4.255813953488372,1
3,0,0,4100000,14100000,8,900000,800000,8900000,5300000,0,3.4390243902439024,15900000,1.127659574468085,0
4,1,0,5800000,18500000,16,1400000,5500000,17100000,6500000,0,3.189655172413793,30500000,1.6486486486486487,0
4,1,1,8600000,23300000,12,18800000,3800000,23500000,4500000,1,2.7093023255813953,50600000,2.171673819742489,2
2,1,0,4500000,11400000,10,11600000,3000000,14300000,2900000,0,2.533333333333333,31800000,2.789473684210526,0
2,1,1,9900000,37300000,8,600000,900000,27400000,14200000,0,3.7676767676767677,43100000,1.155495978552279,0
1,0,1,3200000,8100000,10,9100000,3800000,9200000,1900000,1,2.53125,24000000,2.962962962962963,1
5,1,1,8900000,19100000,20,13300000,11400000,29500000,10000000,0,2.146067415730337,64200000,3.3612565445026177,0
5,0,1,2100000,4900000,12,2500000,2100000,6100000,1800000,1,2.3333333333333335,12500000,2.5510204081632653,1
1,1,0,7100000,26000000,16,4300000,9500000,18900000,8900000,1,3.6619718309859155,41600000,1.6,2
2,1,1,7800000,28900000,14,1800000,1800000,17700000,11000000,1,3.7051282051282053,32300000,1.1176470588235294,1
3,0,1,8600000,23200000,12,22100000,13900000,29200000,4500000,1,2.697674418604651,69700000,3.0043103448275863,2
3,1,1,5100000,17000000,10,1700000,3300000,13700000,6300000,0,3.3333333333333335,25000000,1.4705882352941178,0
5,0,0,600000,2000000,20,300000,400000,1900000,600000,1,3.3333333333333335,3200000,1.6,2
0,1,1,6600000,21200000,18,1000000,9600000,14800000,9500000,0,3.212121212121212,34900000,1.6462264150943395,0
0,0,1,4700000,17000000,18,3600000,1600000,17800000,2700000,1,3.617021276595745,25700000,1.511764705882353,2
2,1,1,7700000,19700000,14,19900000,14600000,22000000,8000000,1,2.5584415584415585,64500000,3.2741116751269037,2
4,1,1,6400000,21900000,6,7000000,10000000,24600000,4100000,0,3.421875,45700000,2.08675799086758,0
2,1,0,1100000,2500000,20,2800000,1700000,2300000,1300000,1,2.272727272727273,8100000,3.24,1
2,0,0,8900000,17800000,20,3300000,17600000,29000000,13100000,1,2.0,63000000,3.539325842696629,1
0,0,1,2100000,8300000,20,-100000,3600000,7700000,2100000,1,3.9523809523809526,13300000,1.6024096385542168,2
4,0,1,2300000,5800000,8,6100000,4200000,7900000,2400000,0,2.5217391304347827,20600000,3.5517241379310347,0
3,1,0,8300000,17700000,16,10500000,1100000,18700000,5900000,1,2.1325301204819276,36200000,2.0451977401129944,2
4,1,0,900000,2700000,20,400000,1200000,2200000,1200000,0,3.0,5000000,1.8518518518518519,0
3,0,1,9200000,35000000,4,1100000,10200000,33600000,11400000,1,3.8043478260869565,56300000,1.6085714285714285,2
3,1,0,9800000,28300000,2,19500000,9600000,28800000,9200000,1,2.8877551020408165,67100000,2.371024734982332,2
0,0,0,200000,600000,12,400000,200000,400000,0,1,3.0,1000000,1.6666666666666667,1
2,0,1,3200000,9700000,6,7300000,3500000,9700000,2600000,1,3.03125,23100000,2.381443298969072,2
5,0,0,7800000,27000000,6,4400000,13100000,18500000,7400000,1,3.4615384615384617,43400000,1.6074074074074074,2
1,1,0,8300000,30000000,18,12800000,10800000,23800000,9400000,0,3.6144578313253013,56800000,1.8933333333333333,0
1,1,1,2100000,5200000,14,100000,600000,6400000,2500000,1,2.4761904761904763,9600000,1.8461538461538463,2
5,0,1,400000,1400000,4,1100000,700000,800000,100000,1,3.5,2700000,1.9285714285714286,0
3,1,1,7700000,21800000,18,100000,600000,15600000,5500000,1,2.831168831168831,21800000,1.0,1
4,1,1,5600000,16500000,20,14500000,7800000,18000000,7400000,1,2.9464285714285716,47700000,2.890909090909091,1
0,1,0,8400000,31000000,4,19000000,13300000,30600000,6900000,1,3.6904761904761907,69800000,2.2516129032258063,2
3,1,1,1300000,4300000,18,600000,900000,5200000,1200000,0,3.3076923076923075,7900000,1.8372093023255813,0
0,0,0,8700000,30200000,10,14200000,14800000,28200000,6100000,0,3.471264367816092,63300000,2.096026490066225,0
0,0,0,2700000,8400000,14,900000,1900000,6100000,2800000,1,3.111111111111111,11700000,1.3928571428571428,1
5,1,1,800000,1800000,8,300000,1100000,2600000,400000,1,2.25,4400000,2.4444444444444446,2
5,1,1,3800000,10300000,16,7700000,1900000,9900000,2700000,1,2.710526315789474,22200000,2.1553398058252426,1
5,1,1,700000,2600000,2,1100000,500000,1400000,500000,1,3.7142857142857144,3500000,1.3461538461538463,2
4,1,1,400000,1400000,2,400000,200000,1100000,400000,1,3.5,2100000,1.5,0
1,1,1,3200000,9300000,6,6700000,1900000,7800000,3600000,0,2.90625,20000000,2.150537634408602,0
3,1,0,7500000,22200000,8,6600000,6900000,17600000,11000000,1,2.96,42100000,1.8963963963963963,2
2,0,0,3700000,13500000,4,4700000,1600000,14000000,5300000,1,3.6486486486486487,25600000,1.8962962962962964,2
5,1,0,3300000,9100000,18,8800000,1800000,11300000,2600000,1,2.757575757575758,24500000,2.6923076923076925,1
1,1,1,200000,500000,20,0,200000,500000,100000,1,2.5,800000,1.6,2
1,0,0,7100000,17000000,6,1100000,500000,27000000,6800000,1,2.3943661971830985,35400000,2.0823529411764707,2
3,0,1,1500000,5100000,14,4100000,1000000,3300000,1400000,1,3.4,9800000,1.9215686274509804,2
0,0,0,3000000,6500000,2,7800000,4500000,8900000,2500000,1,2.1666666666666665,23700000,3.646153846153846,1
3,1,1,1900000,5300000,12,2300000,3500000,5000000,2600000,0,2.789473684210526,13400000,2.5283018867924527,0
0,0,0,9100000,30100000,8,26200000,9500000,18800000,5900000,0,3.3076923076923075,60400000,2.006644518272425,0
0,0,0,2200000,7500000,2,3400000,600000,6200000,1500000,1,3.409090909090909,11700000,1.56,0
0,0,1,8400000,23000000,14,400000,13400000,29800000,9400000,0,2.738095238095238,53000000,2.3043478260869565,0
